person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,PD,Risk_Tier,EAD,LGD,Expected_Loss
24,14400,OWN,5.0,PERSONAL,A,6000,7.49,1,0.42,N,3,0.5613752427900248,High,6000,0.45,1515.7131555330673
24,56100,RENT,7.0,MEDICAL,D,25000,16.49,1,0.38,N,4,0.9715206042217528,High,25000,0.45,10929.606797494718
25,66000,RENT,9.0,VENTURE,D,25000,15.33,1,0.38,Y,2,0.9258971171080752,High,25000,0.45,10416.342567465847
26,66000,RENT,3.0,HOMEIMPROVEMENT,B,25000,11.58,1,0.38,N,4,0.7816474806528066,High,25000,0.45,8793.534157344075
25,14400,OWN,7.0,EDUCATION,A,5375,5.79,1,0.37,N,2,0.3378618749493005,High,5375,0.45,817.2034100336205
25,72612,RENT,9.0,MEDICAL,C,25000,13.11,1,0.34,N,2,0.6744549579114634,High,25000,0.45,7587.618276503963
23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.34,N,3,0.5867679580392653,High,25000,0.45,6601.139527941735
25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,1,0.33,N,2,0.5726256109179837,High,25000,0.45,6442.038122827316
24,192000,RENT,0.0,MEDICAL,C,22000,,0,0.11,Y,2,0.12469104742755456,Medium,22000,0.45,1234.4413695327903
21,192000,MORTGAGE,123.0,VENTURE,A,20000,6.54,0,0.1,N,4,0.012748866887482854,Low,20000,0.45,114.73980198734569
25,191000,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0,0.05,N,4,0.09381789679489687,Medium,10000,0.45,422.1805355770359
26,190300,MORTGAGE,5.0,PERSONAL,A,15000,,0,0.08,N,3,0.043157157581045234,Low,15000,0.45,291.31081367205536
22,190000,MORTGAGE,3.0,VENTURE,C,10000,,0,0.05,N,3,0.04163428117226088,Low,10000,0.45,187.354265275174
24,75000,RENT,4.0,EDUCATION,B,25000,10.25,1,0.33,N,4,0.42030411403040147,High,25000,0.45,4728.421282842017
22,71000,RENT,1.0,EDUCATION,D,25000,15.95,1,0.35,Y,4,0.9326149456427888,High,25000,0.45,10491.918138481373
26,190000,MORTGAGE,3.0,VENTURE,B,20000,12.18,0,0.11,N,4,0.028744657933538257,Low,20000,0.45,258.7019214018443
23,189996,OWN,0.0,PERSONAL,B,24000,11.83,0,0.13,N,3,0.009424104339099367,Low,24000,0.45,101.78032686227317
23,78000,RENT,7.0,DEBTCONSOLIDATION,C,25000,,1,0.32,Y,2,0.6106279243603615,High,25000,0.45,6869.564149054067
23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.32,N,3,0.30124706608111795,High,25000,0.45,3389.0294934125773
23,78504,RENT,7.0,VENTURE,B,25000,10.74,1,0.32,N,3,0.30255598797668753,High,25000,0.45,3403.754864737735
25,186000,OWN,9.0,VENTURE,B,10000,10.25,0,0.05,N,4,0.006725616196565456,Low,10000,0.45,30.265272884544554
24,185000,MORTGAGE,,EDUCATION,B,35000,12.42,0,0.19,N,2,0.026424229783336365,Low,35000,0.45,416.1816190875478
25,185000,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2,0.0903652426473039,Medium,15000,0.45,609.9653878693014
24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2,0.9512984372949115,High,25000,0.45,10702.107419567754
23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.31,Y,2,0.8368295391341461,High,25000,0.45,9414.332315259144
21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2,0.6660690224673042,High,6250,0.45,1873.319125689293
24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.31,Y,2,0.9093050462626122,High,25000,0.45,10229.681770454388
24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4,0.4603598847380578,High,25000,0.45,5179.04870330315
21,14400,MORTGAGE,0.0,MEDICAL,C,1500,,0,0.1,N,4,0.3213405352412052,High,1500,0.45,216.9048612878135
24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2,0.24945188172187294,High,25000,0.45,2806.3336693710703
26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4,0.6146016367949008,High,25000,0.45,6914.268413942634
22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0,0.14,N,2,0.11118255331417562,Medium,25000,0.45,1250.803724784476
26,185000,OWN,10.0,PERSONAL,A,5000,7.68,0,0.03,N,2,0.010459700537272921,Low,5000,0.45,23.534326208864073
24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4,0.6921031383295748,High,22000,0.45,6851.821069462791
23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2,0.014869894514511725,Low,2500,0.45,16.72863132882569
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4,0.11557901138881198,Medium,20000,0.45,1040.2111024993078
24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3,0.06844914571572028,Medium,20000,0.45,616.0423114414825
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,,0,0.01,N,2,0.059704005620519335,Medium,1000,0.45,26.866802529233702
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,0.030593027251467737,Low,15000,0.45,206.50293394740723
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,0.9675945695002767,High,25000,0.45,10885.438906878113
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,,1,0.34,Y,4,0.939636130883184,High,25000,0.45,10570.90647243582
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,0.3920858601477486,High,25000,0.45,4410.965926662172
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,0.5107239421938722,High,25000,0.45,5745.6443496810625
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,0.24416632998840396,High,25000,0.45,2746.8712123695445
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,0.3448996599340914,High,25000,0.45,3880.121174258528
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,0.8790394981272129,High,25000,0.45,9889.194353931145
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,0.6652053639928424,High,18000,0.45,5388.163448342023
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,0.024993012955831954,Low,28000,0.45,314.9119632434826
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,0.9414257914490887,High,4000,0.45,1694.5664246083595
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,0.09331447868596517,Medium,2100,0.45,88.18218235823707
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,0.9516462637840285,High,25000,0.45,10706.02046757032
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,0.43355119699150474,High,25000,0.45,4877.450966154429
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,0.035492711710150636,Low,14000,0.45,223.60408377394901
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,0.032520083681558044,Low,12000,0.45,175.60845188041344
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,0.7544748134179357,High,10000,0.45,3395.1366603807105
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,,1,0.41,N,4,0.944336527003461,High,6000,0.45,2549.7086229093447
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,0.9315442934882873,High,25000,0.45,10479.873301743233
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,0.8956397920161263,High,25000,0.45,10075.94766018142
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,0.9502673330028533,High,25000,0.45,10690.5074962821
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,0.9386233761341171,High,25000,0.45,10559.512981508817
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,0.40823378205459865,High,25000,0.45,4592.630048114235
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,0.6885770879761907,High,6200,0.45,1921.1300754535719
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,0.008974683100479629,Low,25000,0.45,100.96518488039582
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,0.008779591687432026,Low,21000,0.45,82.96714144623265
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,0.02214566686657717,Low,20000,0.45,199.3110017991945
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,0.01802150173169505,Low,10000,0.45,81.09675779262773
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,0.03941100080521931,Low,9950,0.45,176.46275610536946
23,15000,OWN,7.0,MEDICAL,B,4475,,1,0.3,N,4,0.42641109810515704,High,4475,0.45,858.68534880926
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,0.8636070777530341,High,25000,0.45,9715.579624721635
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,0.9609386764569016,High,25000,0.45,10810.560110140143
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,0.43637049676972883,High,25000,0.45,4909.1680886594495
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,0.941716417076425,High,25000,0.45,10594.30969210978
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,0.39950398869982745,High,25000,0.45,4494.419872873059
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,0.4899931347308391,High,25000,0.45,5512.42276572194
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,0.251031414234459,High,25000,0.45,2824.103410137664
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,0.7497168964550938,High,25000,0.45,8434.315085119804
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,0.4094334346850986,High,1750,0.45,322.4288298145151
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,0.9670887093446616,High,25000,0.45,10879.747980127444
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,0.9307072784804371,High,25000,0.45,10470.456882904917
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0.029102229539094762,Low,2600,0.45,34.04960856074087
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,0.08837276848808195,Medium,8000,0.45,318.14196655709503
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,,0,0.1,N,2,0.04292670295014981,Low,18000,0.45,347.7062938962134
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0.05352277981554492,Medium,21000,0.45,505.79026925689953
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,0.4642601958801045,High,4000,0.45,835.668352584188
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,0.2420775126481974,High,4600,0.45,501.1004511817686
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,0.9107858890418621,High,25000,0.45,10246.341251720949
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0.40610159828000725,High,25000,0.45,4568.642980650082
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,0.7683798302807514,High,25000,0.45,8644.273090658455
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0.6460823259480364,High,1750,0.45,508.78983168407865
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,0.7760056814723761,High,25000,0.45,8730.063916564231
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.13910475234882197,Medium,25000,0.45,1564.9284639242471
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.6638964916141104,High,3600,0.45,1075.5123164148588
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0.22464908732307304,High,25000,0.45,2527.3022323845717
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,0.9445195474693006,High,25000,0.45,10625.84490902963
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,0.8934552748713592,High,25000,0.45,10051.371842302791
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.11042792091843726,Medium,3500,0.45,173.9239754465387
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.03895625569550853,Low,7200,0.45,126.21826845344764
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.0687732226669898,Medium,9000,0.45,278.5315518013087
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0.14708987745765614,Medium,8800,0.45,582.4759147323183
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0.18478644161592855,High,12000,0.45,997.8467847260143
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,0.5860161407366413,High,25000,0.45,6592.681583287214
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.040214023006837796,Low,10000,0.45,180.9631035307701
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,0.33203674123735893,High,3175,0.45,474.3974940428766
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,0.9325882632555288,High,25000,0.45,10491.6179616247
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0.18131423274704253,High,1500,0.45,122.38710710425372
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,0.8918350159759137,High,25000,0.45,10033.143929729029
26,110000,RENT,3.0,PERSONAL,C,25000,,0,0.23,Y,2,0.25117614247726744,High,25000,0.45,2825.731602869259
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,0.30553077422027175,High,2800,0.45,384.9687755175424
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,0.6013094620729215,High,30000,0.45,8117.677737984441
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0.09655493191652792,Medium,18000,0.45,782.0949485238762
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0.0950505458745478,Medium,10000,0.45,427.7274564354651
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,0.7322978064499833,High,25000,0.45,8238.350322562314
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0.07545076953509908,Medium,13000,0.45,441.3870017803296
24,83300,RENT,0.0,MEDICAL,D,25000,,1,0.26,N,2,0.833913522750595,High,25000,0.45,9381.527130944194
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0.8758065135032523,High,25000,0.45,9852.82327691159
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,0.19211939011050275,High,2500,0.45,216.13431387431558
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,0.7597399327706821,High,5000,0.45,1709.4148487340346
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0.027169019210195273,Low,20000,0.45,244.5211728917575
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,0.8700616206545261,High,25000,0.45,9788.193232363417
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0.31636639123226434,High,25000,0.45,3559.121901362974
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0.1409686562200483,Medium,25000,0.45,1585.8973824755435
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0.21892453660517214,High,25000,0.45,2462.9010368081867
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0.13533483291624396,Medium,25000,0.45,1522.5168703077445
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,0.8293108013924726,High,25000,0.45,9329.746515665318
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0.011123853491341778,Low,1000,0.45,5.0057340711038005
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,0.7701074995650571,High,25000,0.45,8663.709370106892
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0.13682148945569605,Medium,25000,0.45,1539.2417563765807
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0.6472443994453476,High,25000,0.45,7281.499493760161
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0.08190034466012075,Medium,25000,0.45,921.3788774263585
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.010425754743878584,Low,20000,0.45,93.83179269490726
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0.05275537909026584,Medium,12000,0.45,284.8790470874356
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0.11405552300179979,Medium,14000,0.45,718.5497949113387
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0.15656105972265563,High,24250,0.45,1708.4725642234798
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0.08730223052984336,Medium,20000,0.45,785.7200747685903
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0.26121466008081595,High,1800,0.45,211.5838746654609
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0.036537431678192636,Low,35000,0.45,575.4645489315341
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0.18789261221445755,High,25000,0.45,2113.7918874126476
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,0.1702854724686186,High,3300,0.45,252.87392661589863
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0.6954984699232865,High,25000,0.45,7824.357786636973
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0.17805435207355128,High,25000,0.45,2003.111460827452
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,0.7519232902894515,High,3200,0.45,1082.7695380168102
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0.11852429183308015,Medium,25000,0.45,1333.3982831221517
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0.19146626424875202,High,25000,0.45,2153.9954727984605
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0.08682790899612829,Medium,25000,0.45,976.8139762064433
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0.08939077684840215,Medium,25000,0.45,1005.6462395445241
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.03312655048759479,Low,9600,0.45,143.1066981064095
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,0.5643539583591791,High,24000,0.45,6095.022750279134
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0.05262645635230753,Medium,20000,0.45,473.6381071707678
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0.7657669904585332,High,25000,0.45,8614.8786426585
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0.02641708412484979,Low,20000,0.45,237.7537571236481
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,0.5209307458133267,High,6000,0.45,1406.513013695982
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0.48617454164673535,High,2275,0.45,497.72118701084537
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0.04193012533721914,Low,2000,0.45,37.73711280349723
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,0.7610340914790641,High,25000,0.45,8561.633529139472
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,0.8962558995268401,High,5600,0.45,2258.5648668076374
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,0.7207452803227239,High,3625,0.45,1175.7157385264434
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,0.5545934546992102,High,5500,0.45,1372.6188003805453
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0.054696188798214904,Medium,25000,0.45,615.3321239799177
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0.07177781278117264,Medium,2000,0.45,64.60003150305538
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0.19413697436158275,High,25000,0.45,2184.040961567806
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0.10676939760468374,Medium,25000,0.45,1201.155723052692
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0.03085993230155202,Low,30000,0.45,416.60908607095223
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0.05649265310399301,Medium,35000,0.45,889.75928638789
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0.033261941043414726,Low,25000,0.45,374.1968367384157
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,0.2532456513822219,High,5000,0.45,569.8027156099993
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,0.1513793435908875,High,4375,0.45,298.02808269455977
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,0.9278879989364212,High,24750,0.45,10334.352588154392
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,0.7810311340386673,High,24750,0.45,8698.734255355657
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0.5514042127078532,High,24500,0.45,6079.231445104082
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0.2136179749857172,High,2000,0.45,192.25617748714546
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0.3990731439541532,High,24500,0.45,4399.781412094539
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0.026097421945842168,Low,35000,0.45,411.03439564701415
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0.4127386912980245,High,12000,0.45,2228.788933009332
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0.059466787846392366,Medium,12000,0.45,321.1206543705188
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0.13344182705712115,Medium,25000,0.45,1501.220554392613
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,0.5760383975640713,High,10000,0.45,2592.1727890383204
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,0.8759895740786764,High,24250,0.45,9559.236227133557
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,0.6338126807387043,High,24250,0.45,6916.480878561111
24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3,0.5701014592520076,High,3900,0.45,1000.5280609872734
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,0.9637087127221061,High,24250,0.45,10516.471327579984
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,0.9665003078181659,High,24250,0.45,10546.934609065736
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,0.9542670939866194,High,24250,0.45,10413.439663128984
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,0.9342978949686002,High,24250,0.45,10195.525778844849
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0.22021644974783464,High,24250,0.45,2403.1120078732456
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,0.9696899150325261,High,24250,0.45,10581.741197792442
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0.3215270353859753,High,24250,0.45,3508.663773649456
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0.8121838138154419,High,24250,0.45,8862.955868261011
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,,0,0.06,N,3,0.049131340851460724,Low,9000,0.45,198.98193044841594
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.007046886005580684,Low,15000,0.45,47.56648053766962
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0.3183827867526922,High,20000,0.45,2865.44508077423
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0.3879544237644077,High,25000,0.45,4364.487267349587
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,,0,0.09,N,4,0.1192663884283911,Medium,13750,0.45,737.9607784006699
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0.3421626452118447,High,15250,0.45,2348.0911527662843
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0.049410186388324305,Low,20000,0.45,444.69167749491874
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,0.8576796065963356,High,4750,0.45,1833.2901590996673
25,111996,RENT,9.0,PERSONAL,D,24250,,0,0.22,N,3,0.7048182589041044,High,24250,0.45,7691.32925029104
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,0.7160169555681325,High,6000,0.45,1933.2457800339575
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0.3072962470380369,High,24250,0.45,3353.3702958025774
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0.10527578404568479,Medium,24250,0.45,1148.8219933985354
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.0404185614081804,Low,24250,0.45,441.06755136676855
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,0.8664656969153738,High,24150,0.45,9416.315961227825
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,0.9784895916968795,High,24000,0.45,10567.687590326299
